ratingId,userId,movieId,rating
1,1,296,5.0
2,1,306,3.5
3,1,307,5.0
4,1,665,5.0
5,1,899,3.5
6,1,1088,4.0
7,1,1175,3.5
8,1,1217,3.5
9,1,1237,5.0
10,1,1250,4.0
11,1,1260,3.5
12,1,1653,4.0
13,1,2011,2.5
14,1,2012,2.5
15,1,2068,2.5
16,1,2161,3.5
17,1,2351,4.5
18,1,2573,4.0
19,1,2632,5.0
20,1,2692,5.0
21,1,2843,4.5
22,1,3448,4.0
23,1,3569,5.0
24,1,3949,5.0
25,1,4144,5.0
26,1,4308,3.0
27,1,4325,5.0
28,1,4422,3.0
29,1,4703,4.0
30,1,4973,4.5
31,1,5147,4.0
32,1,5269,0.5
33,1,5684,2.0
34,1,5767,5.0
35,1,5878,4.0
36,1,5912,3.0
37,1,5952,4.0
38,1,6016,5.0
39,1,6370,4.5
40,1,6377,4.0
41,1,6539,3.5
42,1,6711,5.0
43,1,6954,3.5
44,1,7209,4.0
45,1,7234,4.5
46,1,7318,2.0
47,1,7323,3.5
48,1,7327,3.5
49,1,7361,5.0
50,1,7365,4.0
51,1,7820,2.5
52,1,7937,3.0
53,1,7938,2.5
54,1,7939,2.5
55,1,7940,4.5
56,1,8014,3.5
57,1,8154,5.0
58,1,8327,5.0
59,1,8360,4.0
60,1,8405,3.5
61,1,8685,1.0
62,1,8729,3.5
63,1,8786,4.0
64,1,8873,3.0
65,1,8973,4.0
66,1,27193,3.0
67,1,27266,4.5
68,1,27721,3.0
69,1,31956,3.5
70,1,32591,5.0
71,2,1,3.5
72,2,62,0.5
73,2,110,5.0
74,2,150,4.0
75,2,151,4.5
76,2,236,4.0
77,2,260,5.0
78,2,261,0.5
79,2,266,1.0
80,2,318,5.0
81,2,333,5.0
82,2,349,4.5
83,2,356,4.5
84,2,364,4.5
85,2,380,1.0
86,2,457,5.0
87,2,480,2.0
88,2,497,4.0
89,2,524,3.5
90,2,527,5.0
91,2,534,4.5
92,2,553,2.0
93,2,588,2.0
94,2,589,4.0
95,2,653,3.0
96,2,733,4.5
97,2,858,3.5
98,2,914,4.0
99,2,953,4.5
100,2,1035,1.0
101,2,1080,1.0
102,2,1136,5.0
103,2,1196,5.0
104,2,1197,5.0
105,2,1198,4.0
106,2,1201,2.5
107,2,1210,5.0
108,2,1246,4.0
109,2,1257,5.0
110,2,1270,4.0
111,2,1271,1.5
112,2,1275,4.5
113,2,1283,4.0
114,2,1287,5.0
115,2,1291,5.0
116,2,1293,5.0
117,2,1299,1.0
118,2,1302,3.0
119,2,1356,5.0
120,2,1374,4.5
121,2,1376,5.0
122,2,1393,4.0
123,2,1431,3.0
124,2,1465,3.0
125,2,1485,3.0
126,2,1488,5.0
127,2,1527,3.0
128,2,1580,4.5
129,2,1584,5.0
130,2,1587,1.0
131,2,1610,5.0
132,2,1653,4.5
133,2,1672,4.5
134,2,1674,4.0
135,2,1682,4.5
136,2,1693,4.0
137,2,1722,0.5
138,2,1873,4.0
139,2,1907,4.0
140,2,1923,0.5
141,2,1957,3.5
142,2,1968,1.0
143,2,2028,4.0
144,2,2081,1.5
145,2,2083,4.5
146,2,2115,3.5
147,2,2138,4.5
148,2,2139,4.0
149,2,2150,5.0
150,2,2194,5.0
151,2,2268,4.5
152,2,2273,2.0
153,2,2294,4.5
154,2,2324,1.5
155,2,2355,4.5
156,2,2359,5.0
157,2,2406,2.5
158,2,2470,5.0
159,2,2496,4.0
160,2,2501,4.5
161,2,2571,5.0
162,2,2617,4.0
163,2,2640,5.0
164,2,2643,0.5
165,2,2694,4.0
166,2,2720,0.5
167,2,2745,5.0
168,2,2761,0.5
169,2,2762,4.0
170,2,2797,1.0
171,2,2918,4.5
172,2,2987,0.5
173,2,3098,3.0
174,2,3105,4.0
175,2,3107,3.0
176,2,3114,4.5
177,2,3148,2.0
178,2,3175,3.5
179,2,3360,5.0
180,2,3396,4.5
181,2,3479,2.0
182,2,3510,4.0
183,2,3578,5.0
184,2,3793,5.0
185,2,3889,2.5
186,2,3916,3.0
187,2,3948,3.0
188,2,3994,3.0
189,2,4016,5.0
190,2,4019,3.5
191,2,4022,5.0
192,2,4023,3.0
193,2,4103,4.5
194,2,4299,4.5
195,2,4306,4.5
196,2,4535,3.0
197,2,4571,1.5
198,2,4720,4.0
199,2,4857,1.0
200,2,4874,4.5
201,2,4886,5.0
202,2,4896,5.0
203,2,4963,4.0
204,2,4993,5.0
205,2,4995,5.0
206,2,5010,2.0
207,2,5103,5.0
208,2,5349,5.0
209,2,5418,5.0
210,2,5445,3.5
211,2,5574,3.0
212,2,5816,5.0
213,2,5952,5.0
214,2,5955,4.0
215,2,6156,2.0
216,2,6157,3.5
217,2,6213,2.5
218,2,6287,2.0
219,2,6311,5.0
220,2,6333,5.0
221,2,6539,5.0
222,2,6565,3.0
223,2,6753,3.0
224,2,6879,5.0
225,2,6947,4.0
226,2,7004,2.0
227,2,7007,0.5
228,2,7075,5.0
229,2,7090,2.0
230,2,7143,5.0
231,2,7153,5.0
232,2,7162,0.5
233,2,7386,4.0
234,2,7624,3.5
235,2,8010,5.0
236,2,8360,4.0
237,2,8368,5.0
238,2,8636,5.0
239,2,8665,4.0
240,2,8958,2.5
241,2,8961,4.5
242,2,8970,5.0
243,2,27821,4.5
244,2,30749,5.0
245,2,30848,0.5
246,2,31923,3.5
247,2,33166,0.5
248,2,33493,4.5
249,2,33660,5.0
250,2,33794,5.0
251,2,34162,0.5
252,2,35836,0.5
253,2,36527,3.5
254,2,40815,5.0
255,3,1,4.0
256,3,29,4.5
257,3,32,4.5
258,3,50,5.0
259,3,111,4.0
260,3,172,4.0
261,3,173,3.0
262,3,214,5.0
263,3,260,4.0
264,3,293,5.0
265,3,296,5.0
266,3,318,4.0
267,3,356,4.0
268,3,442,3.5
269,3,480,2.0
270,3,527,4.0
271,3,541,5.0
272,3,589,4.0
273,3,593,4.0
274,3,741,5.0
275,3,745,5.0
276,3,778,5.0
277,3,780,3.5
278,3,858,5.0
279,3,912,4.5
280,3,913,4.0
281,3,924,5.0
282,3,1089,4.0
283,3,1127,3.5
284,3,1148,5.0
285,3,1196,4.0
286,3,1198,3.0
287,3,1200,4.0
288,3,1201,4.0
289,3,1206,4.0
290,3,1208,4.0
291,3,1210,4.0
292,3,1213,5.0
293,3,1214,4.0
294,3,1217,5.0
295,3,1221,5.0
296,3,1222,4.0
297,3,1240,4.0
298,3,1252,5.0
299,3,1270,3.5
300,3,1274,4.5
301,3,1320,3.5
302,3,1356,4.0
303,3,1527,4.5
304,3,1584,4.0
305,3,1653,5.0
306,3,1676,3.5
307,3,1682,4.0
308,3,1732,4.5
309,3,1748,4.5
310,3,1882,2.0
311,3,1909,4.0
312,3,1960,4.0
313,3,2019,5.0
314,3,2021,4.0
315,3,2105,3.0
316,3,2329,5.0
317,3,2542,4.5
318,3,2571,4.0
319,3,2628,4.0
320,3,2641,3.0
321,3,2858,5.0
322,3,2938,4.0
323,3,2959,5.0
324,3,3091,4.0
325,3,3156,4.5
326,3,3285,3.0
327,3,3300,4.5
328,3,3301,4.0
329,3,3328,3.5
330,3,3408,3.5
331,3,3452,3.0
332,3,3471,4.0
333,3,3484,3.0
334,3,3527,4.0
335,3,3534,3.0
336,3,3535,4.0
337,3,3578,4.5
338,3,3646,2.0
339,3,3702,4.5
340,3,3730,4.0
341,3,3744,4.0
342,3,3745,3.5
343,3,3751,4.0
344,3,3753,3.0
345,3,3755,3.0
346,3,3785,3.0
347,3,3793,4.0
348,3,3798,3.0
349,3,3825,2.0
350,3,3827,2.5
351,3,3863,3.0
352,3,3879,3.5
353,3,3948,3.0
354,3,3968,3.0
355,3,3969,4.0
356,3,3977,2.5
357,3,3979,2.5
358,3,3980,4.0
359,3,3986,3.5
360,3,3988,3.0
361,3,3991,2.0
362,3,3993,4.5
363,3,3994,4.0
364,3,3996,4.0
365,3,3999,3.0
366,3,4011,4.0
367,3,4018,3.0
368,3,4019,4.0
369,3,4022,4.0
370,3,4023,4.0
371,3,4025,2.5
372,3,4027,4.5
373,3,4034,4.0
374,3,4069,3.0
375,3,4148,3.5
376,3,4167,3.5
377,3,4226,4.0
378,3,4232,3.5
379,3,4234,3.5
380,3,4246,3.0
381,3,4262,4.5
382,3,4306,4.0
383,3,4308,3.0
384,3,4340,2.0
385,3,4343,3.0
386,3,4344,4.0
387,3,4366,3.5
388,3,4367,3.0
389,3,4368,2.0
390,3,4369,4.0
391,3,4383,4.0
392,3,4388,3.0
393,3,4447,2.5
394,3,4448,4.0
395,3,4571,3.0
396,3,4643,4.0
397,3,4701,3.0
398,3,4718,2.5
399,3,4776,4.0
400,3,4816,3.5
401,3,4844,4.0
402,3,4866,4.0
403,3,4874,3.5
404,3,4886,4.0
405,3,4887,3.0
406,3,4901,4.0
407,3,4958,3.5
408,3,4963,4.0
409,3,4975,3.5
410,3,4979,4.0
411,3,4992,3.5
412,3,4993,4.0
413,3,4995,4.0
414,3,5004,4.0
415,3,5013,4.0
416,3,5014,4.0
417,3,5108,3.5
418,3,5218,4.0
419,3,5219,3.5
420,3,5225,4.0
421,3,5254,3.0
422,3,5266,3.5
423,3,5291,5.0
424,3,5293,3.5
425,3,5313,2.5
426,3,5349,4.0
427,3,5364,3.5
428,3,5377,3.0
429,3,5378,3.5
430,3,5388,3.5
431,3,5400,4.0
432,3,5418,5.0
433,3,5445,3.5
434,3,5449,2.5
435,3,5459,3.5
436,3,5479,3.5
437,3,5502,3.0
438,3,5507,3.5
439,3,5528,3.5
440,3,5574,4.0
441,3,5630,3.0
442,3,5669,3.5
443,3,5679,3.0
444,3,5782,4.0
445,3,5785,2.0
446,3,5810,3.5
447,3,5816,3.5
448,3,5853,3.0
449,3,5872,4.0
450,3,5900,3.0
451,3,5903,4.0
452,3,5944,3.5
453,3,5945,4.0
454,3,5952,4.0
455,3,5954,4.5
456,3,5956,4.0
457,3,5959,4.0
458,3,5989,4.0
459,3,5991,4.0
460,3,6016,4.0
461,3,6059,3.5
462,3,6155,3.0
463,3,6156,3.0
464,3,6213,3.0
465,3,6281,2.5
466,3,6283,4.5
467,3,6287,3.0
468,3,6323,4.0
469,3,6333,4.0
470,3,6365,4.0
471,3,6373,3.0
472,3,6377,4.0
473,3,6378,3.0
474,3,6383,4.0
475,3,6440,4.0
476,3,6482,2.0
477,3,6502,3.0
478,3,6534,3.5
479,3,6535,2.0
480,3,6537,3.5
481,3,6539,4.0
482,3,6541,3.5
483,3,6548,3.0
484,3,6550,3.0
485,3,6564,3.5
486,3,6586,3.5
487,3,6595,3.0
488,3,6708,4.0
489,3,6711,4.0
490,3,6754,4.0
491,3,6863,3.0
492,3,6870,4.5
493,3,6873,3.5
494,3,6874,4.5
495,3,6879,4.0
496,3,6934,4.0
497,3,6952,3.5
498,3,7090,4.0
499,3,7143,2.5
500,3,7147,4.5
501,3,7149,4.0
502,3,7153,4.0
503,3,7154,4.0
504,3,7163,3.5
505,3,7293,3.0
506,3,7325,2.0
507,3,7346,3.0
508,3,7347,4.0
509,3,7361,4.5
510,3,7373,4.0
511,3,7438,4.0
512,3,7439,3.5
513,3,7445,3.5
514,3,7454,3.5
515,3,7458,4.0
516,3,8360,3.5
517,3,8361,2.5
518,3,8368,4.0
519,3,8370,4.0
520,3,8371,4.5
521,3,8528,3.0
522,3,8529,3.5
523,3,8641,4.0
524,3,8644,4.0
525,3,8665,4.0
526,3,8666,3.0
527,3,8781,3.5
528,3,8783,4.0
529,3,8798,3.5
530,3,8810,3.0
531,3,8861,3.5
532,3,8865,4.0
533,3,8874,4.0
534,3,8958,4.0
535,3,8961,4.0
536,3,8965,4.0
537,3,8969,3.0
538,3,8983,4.0
539,3,8984,4.0
540,3,8985,3.5
541,3,27134,4.5
542,3,27660,4.0
543,3,27706,3.5
544,3,27728,5.0
545,3,27773,5.0
546,3,27793,3.0
547,3,27803,4.0
548,3,27808,3.0
549,3,30707,4.0
550,3,30793,3.5
551,3,30825,3.5
552,3,31184,4.0
553,3,31221,3.0
554,3,31685,3.0
555,3,31696,4.0
556,3,31804,4.5
557,3,31878,4.0
558,3,32587,4.0
559,3,33004,4.0
560,3,33166,4.0
561,3,33493,4.0
562,3,33615,4.0
563,3,33679,3.0
564,3,33794,4.0
565,3,34048,3.0
566,3,34150,3.5
567,3,34162,3.0
568,3,34319,3.5
569,3,34405,4.0
570,3,34437,4.0
571,3,35836,3.0
572,3,36519,4.0
573,3,36529,4.0
574,3,37386,4.0
575,3,37727,3.0
576,3,37729,4.0
577,3,37741,4.5
578,3,39435,3.0
579,3,40583,4.0
580,3,40815,4.0
581,3,40819,4.0
582,3,41566,4.0
583,3,41569,3.0
584,3,42738,4.0
585,3,43928,2.5
586,3,44022,4.0
587,3,44191,4.0
588,3,45186,3.5
589,3,45447,3.5
590,3,45499,4.0
591,3,45501,3.0
592,3,45517,4.0
593,3,45666,3.0
594,3,45672,3.0
595,3,45722,4.0
596,3,46335,3.5
597,3,46578,4.0
598,3,46965,3.0
599,3,46970,3.5
600,3,46972,3.0
601,3,47200,4.0
602,3,47610,4.0
603,3,48385,3.5
604,3,48394,4.5
605,3,48516,5.0
606,3,48738,4.0
607,3,48774,4.0
608,3,48780,4.0
609,3,49272,4.0
610,3,49274,4.0
611,3,49278,3.5
612,3,49530,3.5
613,3,49822,4.0
614,3,50068,4.0
615,3,50872,4.0
616,3,51255,4.0
617,3,51662,4.0
618,3,51935,4.0
619,3,52604,4.0
620,3,52722,3.5
621,3,52950,4.5
622,3,53121,3.5
623,3,53125,4.0
624,3,53129,4.0
625,3,53464,3.5
626,3,53972,4.0
627,3,53996,4.0
628,3,54001,4.0
629,3,54286,4.0
630,3,54503,3.5
631,3,54648,3.0
632,3,54997,4.0
633,3,55232,4.0
634,3,55765,4.0
635,3,55805,4.0
636,3,55820,5.0
637,3,56145,3.0
638,3,56156,3.0
639,3,56171,4.5
640,3,56174,3.5
641,3,56587,4.0
642,3,56782,4.5
643,3,56949,3.0
644,3,57368,2.5
645,3,57528,3.0
646,3,57640,4.0
647,3,57669,3.0
648,3,58025,3.0
649,3,58559,5.0
650,3,59315,4.0
651,3,59369,3.0
652,3,59501,3.5
653,3,59615,3.0
654,3,59784,4.0
655,3,59900,3.0
656,3,60040,3.0
657,3,60069,4.0
658,3,60072,3.5
659,3,60074,4.0
660,3,60126,3.0
661,3,60684,4.5
662,3,60756,3.5
663,3,60760,3.0
664,3,61132,3.0
665,3,61160,4.0
666,3,61248,2.5
667,3,61323,4.0
668,3,61350,3.0
669,3,62849,4.0
670,3,62999,3.5
671,3,63062,4.0
672,3,63072,4.0
673,3,63113,4.0
674,3,63859,4.0
675,3,63876,4.0
676,3,64030,3.5
677,3,64614,4.0
678,3,64839,3.5
679,3,64957,4.0
680,3,65514,4.0
681,3,65682,4.0
682,3,66097,4.0
683,3,67255,4.5
684,3,67923,3.5
685,3,68157,4.0
686,3,68319,4.0
687,3,68358,4.0
